0,0,-51.5,0
1,0,85.3,1
2,0,89.3,1
3,0,16.4,1
4,0,64.3,1
5,0,72.1,1
6,0,-80.9,0
7,0,26.2,1
8,0,25.2,1
9,0,-0.4,0
10,0,108.8,1
11,0,-45.8,0
0,3,-117.5,0
1,3,44.5,1
2,3,-33.6,0
3,3,0.0,1
4,3,41.3,1
5,3,-16.5,0
6,3,19.8,1
7,3,136.7,1
8,3,-31.1,0
9,3,-88.4,0
10,3,-13.0,0
11,3,28.0,1
0,2,3.0,1
1,2,114.5,1
2,2,7.4,1
3,2,20.5,1
4,2,81.4,1
5,2,-28.2,0
6,2,-24.7,0
7,2,-7.8,0
8,2,86.1,1
9,2,-2.5,0
10,2,-2.0,0
11,2,107.3,1
0,1,4.9,1
1,1,17.1,1
2,1,36.9,1
3,1,74.0,1
4,1,41.5,1
5,1,8.1,1
6,1,0.4,1
7,1,29.1,1
8,1,97.2,1
9,1,15.8,1
10,1,51.4,1
11,1,41.8,1
0,0,-28.2,0
1,0,40.5,1
2,0,14.0,1
3,0,39.5,1
4,0,27.1,1
5,0,6.8,1
6,0,21.5,1
7,0,-21.4,0
8,0,13.0,1
9,0,-14.7,0
10,0,48.3,1
11,0,25.4,1
0,3,-26.4,0
1,3,-33.9,0
2,3,20.0,1
3,3,28.3,1
4,3,-35.0,0
5,3,79.6,1
6,3,26.6,1
7,3,0.0,1
8,3,34.1,1
9,3,17.1,1
10,3,-60.8,0
11,3,-7.6,0
0,2,-38.4,0
1,2,5.5,1
2,2,-7.0,0
3,2,55.5,1
4,2,55.7,1
5,2,115.4,1
6,2,-18.3,0
7,2,-11.7,0
8,2,-82.0,0
9,2,-1.1,0
10,2,79.8,1
11,2,41.2,1
0,1,-3.2,0
1,1,29.8,1
2,1,-17.0,0
3,1,34.3,1
4,1,15.0,1
5,1,-1.4,0
6,1,2.3,1
7,1,47.5,1
8,1,-6.5,0
9,1,58.8,1
10,1,81.3,1
11,1,70.4,1
0,0,-55.6,0
1,0,-13.1,0
2,0,-25.6,0
3,0,-34.5,0
4,0,-8.6,0
5,0,32.7,1
6,0,46.1,1
7,0,-40.1,0
8,0,4.0,1
9,0,207.5,1
10,0,30.1,1
11,0,33.6,1
0,3,-12.8,0
1,3,38.8,1
2,3,62.2,1
3,3,-27.9,0
4,3,10.6,1
5,3,17.1,1
6,3,-14.1,0
7,3,-15.2,0
8,3,15.5,1
9,3,16.7,1
10,3,14.6,1
11,3,53.0,1
